gnl|X|PROKKA_contig000001	PROKKA_00002	304	1473	1	375	PF00171	0.0213799002019
gnl|X|PROKKA_contig000002	PROKKA_00276	354379	356127	22	91	PF00528	1.54120910347e-05
gnl|X|PROKKA_contig000002	PROKKA_00276	354379	356127	92	287	PF00528	1.76814341689e-05
gnl|X|PROKKA_contig000002	PROKKA_00276	354379	356127	307	344	PF00528	2.03784729204e-05
gnl|X|PROKKA_contig000002	PROKKA_00276	354379	356127	383	573	PF00528	3.39014994112e-05
gnl|X|PROKKA_contig000002	PROKKA_00277	356115	356936	20	251	PF02633	0.000110387836377
gnl|X|PROKKA_contig000002	PROKKA_00278	356978	358432	7	293	PF00206	9.40656117765e-05
gnl|X|PROKKA_contig000002	PROKKA_00278	356978	358432	84	125	PF14698	0.000267315948918
gnl|X|PROKKA_contig000002	PROKKA_00278	356978	358432	359	431	PF14698	0.000319533684845
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	9	294	PF00480	0.000250861270389
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	10	166	PF02685	5.29340114939e-05
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	10	163	PF01869	9.24584904374e-06
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	35	75	PF00814	5.86572794281e-05
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	95	152	PF00814	7.38808147527e-05
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	183	284	PF00814	6.42263234981e-05
gnl|X|PROKKA_contig000002	PROKKA_00279	358528	359427	215	291	PF01869	2.37896551556e-05
gnl|X|PROKKA_contig000002	PROKKA_00280	359498	360247	9	248	PF00378	0.00025334270831
gnl|X|PROKKA_contig000002	PROKKA_00280	359498	360247	13	247	PF16113	0.00100152468692
gnl|X|PROKKA_contig000002	PROKKA_00281	360244	362358	3	117	PF02771	0.00165773401243
gnl|X|PROKKA_contig000002	PROKKA_00281	360244	362358	121	215	PF02770	0.00266715214321
gnl|X|PROKKA_contig000002	PROKKA_00281	360244	362358	227	368	PF00441	0.00423677787204
gnl|X|PROKKA_contig000002	PROKKA_00281	360244	362358	375	459	PF02771	0.00674732996837
gnl|X|PROKKA_contig000002	PROKKA_00281	360244	362358	479	533	PF02770	0.0107171720436
gnl|X|PROKKA_contig000002	PROKKA_00281	360244	362358	549	685	PF00441	0.0169645539884
gnl|X|PROKKA_contig000002	PROKKA_00283	363080	363874	1	60	PF04198	0.0269902435711
gnl|X|PROKKA_contig000002	PROKKA_00283	363080	363874	3	222	PF01144	0.158995375083
gnl|X|PROKKA_contig000002	PROKKA_00283	363080	363874	147	247	PF16957	0.569061552146
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	9	55	PF12242	0.999985913174
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	9	64	PF02882	0.99999324339
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	9	71	PF02826	0.999998838913
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	20	220	PF00106	0.999975979407
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	21	187	PF08659	0.999996541769
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	22	149	PF01370	0.999997921989
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	22	74	PF02558	0.999981168047
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	26	268	PF13561	0.999697017005
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	39	186	PF04909	0.999565892913
gnl|X|PROKKA_contig000002	PROKKA_00284	363871	364716	145	228	PF04909	0.999624642528
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	1	112	PF00106	0.999874744521
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	1	96	PF03807	0.999984536238
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	2	166	PF02737	0.999993874713
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	2	125	PF03446	0.999999635857
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	2	101	PF05368	0.999999360599
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	3	104	PF02254	0.999990195491
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	3	95	PF03435	0.999996723707
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	128	155	PF02254	0.999974160231
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	169	263	PF00725	0.9998702427
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	283	320	PF03807	0.999964914583
gnl|X|PROKKA_contig000002	PROKKA_00285	364713	366116	379	462	PF00725	0.999874378057
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	5	256	PF00108	0.99998146155
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	21	75	PF00109	0.999993366504
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	34	128	PF08392	0.999999993
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	69	126	PF00109	0.999992258587
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	82	116	PF08541	0.999966159998
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	84	144	PF08545	0.999988082539
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	171	283	PF00109	0.999978315464
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	229	264	PF08545	0.999807813205
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	263	385	PF02803	0.998023581879
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	294	385	PF08541	0.997931569168
gnl|X|PROKKA_contig000002	PROKKA_00286	366113	367279	295	386	PF00108	0.997212408333
gnl|X|PROKKA_contig000002	PROKKA_00287	367279	368613	86	298	PF00501	0.988118175009
gnl|X|PROKKA_contig000002	PROKKA_00287	367279	368613	255	352	PF04443	0.941687418023
gnl|X|PROKKA_contig000002	PROKKA_00287	367279	368613	309	345	PF00501	0.88893273194
gnl|X|PROKKA_contig000002	PROKKA_00287	367279	368613	346	441	PF14535	0.619435559914
gnl|X|PROKKA_contig000002	PROKKA_00288	368610	369248	19	65	PF00440	0.363006614663
gnl|X|PROKKA_contig000002	PROKKA_00288	368610	369248	66	206	PF08359	0.199992311353
gnl|X|PROKKA_contig000002	PROKKA_00288	368610	369248	103	125	PF00440	0.0873736155275
gnl|X|PROKKA_contig000002	PROKKA_00288	368610	369248	109	209	PF08360	0.015722467088
gnl|X|PROKKA_contig000002	PROKKA_00289	369245	370078	20	207	PF04199	0.0126803635647
gnl|X|PROKKA_contig000002	PROKKA_00290	370075	371229	10	121	PF02771	0.00888555109145
gnl|X|PROKKA_contig000002	PROKKA_00290	370075	371229	13	29	PF08028	0.00652340411084
gnl|X|PROKKA_contig000002	PROKKA_00290	370075	371229	124	219	PF02770	0.00425971185109
gnl|X|PROKKA_contig000002	PROKKA_00290	370075	371229	230	379	PF00441	0.00282298989691
gnl|X|PROKKA_contig000002	PROKKA_00290	370075	371229	245	368	PF08028	0.00193336105171
gnl|X|PROKKA_contig000002	PROKKA_00291	371445	372212	7	255	PF00378	0.00100974597946
gnl|X|PROKKA_contig000002	PROKKA_00291	371445	372212	12	192	PF16113	0.00087613015833
gnl|X|PROKKA_contig000002	PROKKA_00291	371445	372212	184	252	PF16113	0.000633070589033
gnl|X|PROKKA_contig000002	PROKKA_00292	372222	372851	47	200	PF00378	0.00027990420111
gnl|X|PROKKA_contig000002	PROKKA_00292	372222	372851	48	202	PF16113	0.000228641870619
gnl|X|PROKKA_contig000002	PROKKA_00293	372971	373390	9	136	PF03928	5.54072343406e-05
gnl|X|PROKKA_contig000002	PROKKA_00294	373426	374631	9	377	PF02515	7.54955427604e-05
gnl|X|PROKKA_contig000002	PROKKA_00295	374678	375052	1	95	PF02653	0.000232412619435
gnl|X|PROKKA_contig000002	PROKKA_00295	374678	375052	19	42	PF13854	0.000707498766829
gnl|X|PROKKA_contig000002	PROKKA_00297	376212	376631	6	80	PF04909	0.00107735959017
gnl|X|PROKKA_contig000002	PROKKA_00298	376807	378015	101	357	PF13407	0.00141367704405
gnl|X|PROKKA_contig000002	PROKKA_00298	376807	378015	106	187	PF02844	0.00164858188616
gnl|X|PROKKA_contig000002	PROKKA_00298	376807	378015	248	313	PF01638	0.0217141194318
gnl|X|PROKKA_contig000002	PROKKA_00298	376807	378015	291	331	PF02844	0.0309399574492
gnl|X|PROKKA_contig000002	PROKKA_00298	376807	378015	362	391	PF13407	0.472161908718
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	5	33	PF03308	0.935797867312
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	7	82	PF13481	0.966670708711
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	7	75	PF03193	0.999248893871
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	13	229	PF02463	0.999908081734
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	14	94	PF13476	0.99949028655
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	16	205	PF13191	0.999232808072
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	20	68	PF13555	0.999134943894
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	20	83	PF13604	0.99919642704
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	22	178	PF00005	0.999417425238
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	22	174	PF03308	0.999956289053
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	26	173	PF04310	0.999992266849
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	26	77	PF06414	0.99999960334
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	29	92	PF13401	0.999730911864
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	34	143	PF12846	0.999614161022
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	34	113	PF13304	0.999649032315
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	34	68	PF03205	0.999835620873
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	35	99	PF00004	0.998489215366
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	69	87	PF13419	0.99602294235
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	87	213	PF13304	0.993817783645
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	97	210	PF13481	0.991867723541
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	108	229	PF13419	0.990167442243
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	117	183	PF03205	0.988712301355
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	118	215	PF13401	0.921324602627
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	120	242	PF02572	0.857313943748
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	123	228	PF03193	0.992507879285
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	125	224	PF00004	0.995158859467
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	125	209	PF13604	0.99649799591
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	141	227	PF12846	0.998058266645
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	176	208	PF03308	0.999843928117
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	179	228	PF06414	0.99995049783
gnl|X|PROKKA_contig000002	PROKKA_00299	378012	378788	186	214	PF03205	0.983494191257
gnl|X|PROKKA_contig000002	PROKKA_00300	378785	379882	65	332	PF02653	0.369264247167
gnl|X|PROKKA_contig000002	PROKKA_00301	379879	380919	49	320	PF04909	0.177903182515
gnl|X|PROKKA_contig000002	PROKKA_00302	380909	381208	11	75	PF01106	0.0143832621816
gnl|X|PROKKA_contig000002	PROKKA_00303	381205	382413	10	378	PF02515	0.00636513112728
gnl|X|PROKKA_contig000002	PROKKA_00304	382424	382855	9	83	PF06864	0.00484017830872
gnl|X|PROKKA_contig000002	PROKKA_00304	382424	382855	13	140	PF03928	0.00869426257483
gnl|X|PROKKA_contig000002	PROKKA_00305	382852	383736	2	269	PF00682	0.040587369245
gnl|X|PROKKA_contig000002	PROKKA_00306	383733	384887	5	371	PF02515	0.146435857684
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	4	186	PF00106	0.650566912046
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	4	147	PF04127	0.820473721888
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	5	34	PF08659	0.993297989149
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	6	241	PF01370	0.999683868975
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	10	246	PF13561	0.999755570407
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	29	170	PF08659	0.999977462028
gnl|X|PROKKA_contig000002	PROKKA_00307	384884	385633	150	204	PF04127	0.999915936131
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	1	66	PF06163	0.999992452478
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	4	66	PF00392	0.99958295993
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	5	53	PF04967	0.999898407015
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	5	62	PF07900	0.999836918904
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	11	73	PF02002	0.999921394069
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	13	66	PF13463	0.999724646544
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	14	77	PF02082	0.999678215678
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	15	71	PF13545	0.999558356064
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	15	65	PF12793	0.999591230037
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	16	60	PF09339	0.999776927278
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	19	68	PF12802	0.999006566612
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	20	64	PF01325	0.998413949206
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	21	64	PF08279	0.996870685167
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	24	69	PF01978	0.995930884881
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	24	57	PF01022	0.99001134381
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	24	68	PF13551	0.986905701362
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	25	57	PF13412	0.984105337042
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	25	66	PF07848	0.98160261141
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	26	51	PF13404	0.978947231999
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	33	75	PF07729	0.976592409511
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	35	133	PF08345	0.886275777661
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	76	203	PF07729	0.947138966081
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	80	111	PF12802	0.947339215502
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	80	128	PF13551	0.947843890156
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	88	116	PF00392	0.948654366805
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	139	152	PF13551	0.959556344219
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	152	186	PF07900	0.971163300938
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	154	199	PF13551	0.983506900929
gnl|X|PROKKA_contig000002	PROKKA_00308	385663	386298	180	208	PF09339	0.996620817734
gnl|X|PROKKA_contig000002	PROKKA_00309	386357	387217	6	220	PF03328	0.997159966072
gnl|X|PROKKA_contig000002	PROKKA_00309	386357	387217	6	176	PF15617	0.998442656809
gnl|X|PROKKA_contig000002	PROKKA_00309	386357	387217	16	58	PF07729	0.999936439114
gnl|X|PROKKA_contig000002	PROKKA_00309	386357	387217	74	125	PF07729	0.999965524782
gnl|X|PROKKA_contig000002	PROKKA_00309	386357	387217	177	284	PF15617	0.999399663856
gnl|X|PROKKA_contig000002	PROKKA_00309	386357	387217	210	281	PF07729	0.999000377919
gnl|X|PROKKA_contig000002	PROKKA_00310	387230	388693	47	97	PF07969	0.983955268362
gnl|X|PROKKA_contig000002	PROKKA_00310	387230	388693	55	467	PF01979	0.971883147912
gnl|X|PROKKA_contig000002	PROKKA_00310	387230	388693	375	474	PF07969	0.968399780243
gnl|X|PROKKA_contig000002	PROKKA_00311	388716	390122	7	455	PF03972	0.965905605014
gnl|X|PROKKA_contig000002	PROKKA_00312	390115	390954	22	212	PF04199	0.970678554099
gnl|X|PROKKA_contig000002	PROKKA_00313	390986	392185	6	375	PF02515	0.974744764723
gnl|X|PROKKA_contig000002	PROKKA_00313	390986	392185	289	323	PF09142	0.99616618373
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	13	69	PF02082	0.996915711449
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	17	69	PF09339	0.997105809212
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	19	73	PF12802	0.991509268591
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	22	66	PF13412	0.986323427505
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	32	76	PF01978	0.981534138895
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	81	103	PF12802	0.954828398809
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	93	132	PF02082	0.929545114379
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	97	106	PF09339	0.880012337799
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	100	189	PF04205	0.0280970664269
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	132	259	PF01614	0.0159237373375
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	167	202	PF02082	0.0131772698184
gnl|X|PROKKA_contig000002	PROKKA_00314	392178	393035	223	267	PF12802	0.00719908889328
gnl|X|PROKKA_contig000002	PROKKA_00315	393081	394070	26	161	PF00892	0.00138742298606
gnl|X|PROKKA_contig000002	PROKKA_00315	393081	394070	169	309	PF00892	0.000241566911807
gnl|X|PROKKA_contig000002	PROKKA_00316	394057	394521	8	46	PF02566	3.91837672243e-07
gnl|X|PROKKA_contig000002	PROKKA_00316	394057	394521	51	149	PF02566	0.000173881670077
gnl|X|PROKKA_contig000002	PROKKA_00317	394518	395345	24	260	PF12697	0.487682902973
gnl|X|PROKKA_contig000002	PROKKA_00317	394518	395345	27	147	PF12146	0.999961684721
gnl|X|PROKKA_contig000002	PROKKA_00317	394518	395345	31	254	PF00561	0.999912203538
gnl|X|PROKKA_contig000002	PROKKA_00317	394518	395345	32	247	PF12695	0.99988341453
gnl|X|PROKKA_contig000002	PROKKA_00317	394518	395345	182	261	PF12146	0.999999235952
gnl|X|PROKKA_contig000002	PROKKA_00318	395342	396706	2	49	PF08223	0.992493163762
gnl|X|PROKKA_contig000002	PROKKA_00318	395342	396706	85	449	PF01546	0.98519619765
gnl|X|PROKKA_contig000002	PROKKA_00318	395342	396706	196	356	PF07687	0.984983336488
gnl|X|PROKKA_contig000002	PROKKA_00318	395342	396706	331	389	PF08223	0.991244277864
gnl|X|PROKKA_contig000002	PROKKA_00319	396743	397489	11	199	PF00106	0.997704019527
gnl|X|PROKKA_contig000002	PROKKA_00319	396743	397489	12	158	PF08659	0.999909721351
gnl|X|PROKKA_contig000002	PROKKA_00319	396743	397489	13	144	PF01370	0.999988868229
gnl|X|PROKKA_contig000002	PROKKA_00319	396743	397489	17	246	PF13561	0.99984393158
gnl|X|PROKKA_contig000002	PROKKA_00319	396743	397489	98	178	PF14079	0.999845320518
gnl|X|PROKKA_contig000002	PROKKA_00319	396743	397489	198	240	PF01370	0.999993038833
gnl|X|PROKKA_contig000002	PROKKA_00320	397590	398450	46	58	PF09472	0.999971472612
gnl|X|PROKKA_contig000002	PROKKA_00320	397590	398450	82	162	PF02687	0.999761613113
gnl|X|PROKKA_contig000002	PROKKA_00320	397590	398450	89	113	PF09472	0.999764472627
gnl|X|PROKKA_contig000002	PROKKA_00320	397590	398450	97	276	PF00528	0.998821351686
gnl|X|PROKKA_contig000002	PROKKA_00320	397590	398450	150	272	PF02687	0.999192859021
gnl|X|PROKKA_contig000002	PROKKA_00320	397590	398450	191	226	PF09472	0.999899649547
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	19	88	PF00437	0.999947610737
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	22	94	PF03193	0.999989773153
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	23	101	PF13481	0.999767523829
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	27	98	PF13175	0.999695206612
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	36	212	PF13191	0.999772624218
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	37	81	PF03215	0.999999987844
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	39	93	PF13604	0.999927337991
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	41	84	PF01637	0.999997195705
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	41	107	PF06414	0.999999925283
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	42	78	PF00931	0.999999996212
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	43	86	PF13555	0.999827745582
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	44	184	PF00005	0.999802790928
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	45	86	PF02463	0.999995383351
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	47	82	PF09818	0.999997275783
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	47	92	PF13245	0.99977238021
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	51	216	PF13401	0.999697373393
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	55	96	PF12846	0.999772050714
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	55	81	PF05729	0.999996615892
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	55	95	PF00448	0.999986292574
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	55	81	PF10662	0.999981527869
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	56	98	PF13304	0.999640737918
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	56	246	PF13207	0.999455643865
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	56	143	PF13521	0.99942574077
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	56	227	PF13671	0.999550947057
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	56	86	PF00485	0.999831604292
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	56	88	PF03205	0.999987277371
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	57	225	PF00004	0.999919491637
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	57	144	PF13238	0.999885748694
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	57	82	PF00910	0.999996474256
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	90	226	PF12846	0.999850235024
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	108	220	PF13304	0.9998501502
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	125	231	PF02463	0.999996219553
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	150	231	PF09818	0.999997598813
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	154	218	PF13481	0.999804612576
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	161	240	PF13521	0.999759980275
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	161	199	PF00485	0.999863580155
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	162	268	PF05729	0.99991936084
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	167	216	PF13175	0.99641337887
gnl|X|PROKKA_contig000002	PROKKA_00321	398463	399293	169	246	PF01637	0.993215110312
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	41	270	PF13379	0.830976654291
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	46	261	PF04069	0.676676154281
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	51	266	PF09084	0.667967092517
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	52	230	PF12974	0.666763384831
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	54	214	PF16868	0.665992715522
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	281	317	PF12974	0.665652982193
gnl|X|PROKKA_contig000002	PROKKA_00322	399319	400431	328	364	PF04069	0.665743258045
gnl|X|PROKKA_contig000002	PROKKA_00323	400532	400918	9	109	PF14534	0.725220757358
gnl|X|PROKKA_contig000002	PROKKA_00323	400532	400918	10	113	PF12680	0.787805278761
gnl|X|PROKKA_contig000002	PROKKA_00324	400918	401229	14	48	PF14197	0.853667553845
gnl|X|PROKKA_contig000002	PROKKA_00324	400918	401229	51	85	PF14197	0.922987255967
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	120	311	PF01209	0.9959534904
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	128	233	PF02353	0.999743192256
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	148	295	PF00891	0.999995479495
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	152	322	PF13489	0.999921962284
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	158	279	PF05175	0.999991204358
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	160	280	PF05148	0.999999986497
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	169	319	PF13847	0.999800559997
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	170	277	PF12847	0.999749736341
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	170	226	PF02390	0.999847376882
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	171	276	PF13659	0.999522971985
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	174	270	PF13649	0.999355596271
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	175	274	PF08241	0.999344793135
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	175	272	PF08242	0.999402454896
gnl|X|PROKKA_contig000002	PROKKA_00325	401229	402305	255	275	PF02390	0.999509444518
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	8	343	PF00724	0.998621399946
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	54	159	PF13519	0.998827251169
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	85	112	PF13450	0.999199748971
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	95	170	PF01266	0.999739909533
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	125	206	PF13439	0.999568562833
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	181	232	PF13519	0.999550257586
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	231	310	PF13193	0.999684943854
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	352	386	PF01593	0.999972989065
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	370	442	PF07992	0.999976976773
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	374	591	PF13519	0.999897887946
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	382	445	PF01262	0.999962596148
gnl|X|PROKKA_contig000002	PROKKA_00326	402370	404397	390	486	PF13241	0.999909249792
